FLG_202201;FLG_202202;FLG_202203;FLG_202204;FLG_202205;FLG_202206;DEEP_CHANNELS_202201;DEEP_CHANNELS_202202;DEEP_CHANNELS_202203;DEEP_CHANNELS_202204;DEEP_CHANNELS_202205;DEEP_CHANNELS_202206;DEEP_CARDS_202201;DEEP_CARDS_202202;DEEP_CARDS_202203;DEEP_CARDS_202204;DEEP_CARDS_202205;DEEP_CARDS_202206;DEEP_CHECKING_202201;DEEP_CHECKING_202202;DEEP_CHECKING_202203;DEEP_CHECKING_202204;DEEP_CHECKING_202205;DEEP_CHECKING_202206;DEEP_BILLS_202201;DEEP_BILLS_202202;DEEP_BILLS_202203;DEEP_BILLS_202204;DEEP_BILLS_202205;DEEP_BILLS_202206;DEEP_CREDIT_202201;DEEP_CREDIT_202202;DEEP_CREDIT_202203;DEEP_CREDIT_202204;DEEP_CREDIT_202205;DEEP_CREDIT_202206;DEEP_INVESTMENTS_202201;DEEP_INVESTMENTS_202202;DEEP_INVESTMENTS_202203;DEEP_INVESTMENTS_202204;DEEP_INVESTMENTS_202205;DEEP_INVESTMENTS_202206;DEEP_PAYMENTS_202201;DEEP_PAYMENTS_202202;DEEP_PAYMENTS_202203;DEEP_PAYMENTS_202204;DEEP_PAYMENTS_202205;DEEP_PAYMENTS_202206;DEEP_PIX_202201;DEEP_PIX_202202;DEEP_PIX_202203;DEEP_PIX_202204;DEEP_PIX_202205;DEEP_PIX_202206;AMP_202201;AMP_202202;AMP_202203;AMP_202204;AMP_202205;AMP_202206;NUM_TRANSACTIONS_202201;NUM_TRANSACTIONS_202202;NUM_TRANSACTIONS_202203;NUM_TRANSACTIONS_202204;NUM_TRANSACTIONS_202205;NUM_TRANSACTIONS_202206
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;2;4;2;2;2;2;6;2;0;0;0;0;0;0;0;0;0;0;0;0;12;8;20;12;10;14;20;30;20;22;18;24;3;4;4;4;4;4;34;42;44;40;36;44
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;0;2;0;16;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;14;16;10;2;0;22;24;16;18;6;4;4;4;4;4;4;2;58;50;44;40;12;6
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;16;8;6;4;14;2;0;0;0;0;0;0;0;0;0;0;0;0;10;12;12;12;14;10;26;58;26;28;60;70;3;3;3;4;3;3;52;78;44;46;88;82
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;30;24;24;6;6;0;18;30;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;30;12;12;30;24;138;234;198;90;18;132;4;4;3;4;3;2;204;318;234;120;54;156
1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;4;10;4;4;4;4;0;0;0;0;0;0;0;0;0;0;2;4;10;8;14;16;14;10;32;36;64;64;60;60;3;4;3;4;4;4;46;56;82;86;80;78
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;2;0;0;0;2;2;2;2;2;2;2;10;14;0;0;0;0;0;0;8;6;20;12;2;4;4;2;6;4;6;2;20;30;26;34;32;52;5;5;5;6;6;6;36;42;56;56;54;76
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;6;0;4;6;1;2;2;1;3;1;2;4;8;2;8;6
1;1;1;1;1;1;0;0;0;0;0;0;2;2;2;2;2;2;0;6;4;0;0;0;4;4;4;4;2;4;0;0;0;0;0;0;0;10;0;0;0;24;6;6;6;4;6;10;0;6;0;10;2;2;3;6;4;4;4;5;12;34;16;20;12;42
1;1;1;1;1;1;0;0;0;0;0;0;2;4;8;0;4;4;8;14;16;6;24;12;6;0;6;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;22;10;16;8;22;24;62;46;86;98;82;52;5;4;5;4;5;4;100;74;132;124;136;92
1;1;1;1;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;2;2;0;2;2;2;2;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;38;24;18;48;36;2;4;3;2;3;2;20;44;32;20;52;38
